countid,id,date,counts,
3810988,100047029,4/5/2016 11:30,21,4
4318451,100051865,4/5/2016 11:30,21,4
6124769,100058279,4/5/2016 11:30,10,4
6273088,100062893,4/5/2016 11:30,21,4
6958540,300020904,4/5/2016 11:30,8,4
742879,100009426,4/5/2016 11:30,1,0
1085602,Williamsburg Bridge,4/5/2016 11:45,28,
1428339,Queensboro Bridge,4/5/2016 11:45,20,0
162419,100009424,4/5/2016 11:45,27,4
1771067,Manhattan Bridge,4/5/2016 11:45,30,4
1980799,100010017,4/5/2016 11:45,0,0
3008901,100010020,4/5/2016 11:45,409,0
3263656,100010022,4/5/2016 11:45,10,0
3810989,100047029,4/5/2016 11:45,30,4
4318452,100051865,4/5/2016 11:45,30,4
6124770,100058279,4/5/2016 11:45,9,4
6273089,100062893,4/5/2016 11:45,30,4
6958541,300020904,4/5/2016 11:45,10,4
742880,100009426,4/5/2016 11:45,2,0
1085603,Williamsburg Bridge,4/5/2016 12:00,25,
1428340,Queensboro Bridge,4/5/2016 12:00,14,0
162420,100009424,4/5/2016 12:00,16,4
1771068,Manhattan Bridge,4/5/2016 12:00,23,4
1980800,100010017,4/5/2016 12:00,2,0
3008902,100010020,4/5/2016 12:00,226,0
3263657,100010022,4/5/2016 12:00,12,0
3810990,100047029,4/5/2016 12:00,23,4
4318453,100051865,4/5/2016 12:00,23,4
6124771,100058279,4/5/2016 12:00,9,4
6273090,100062893,4/5/2016 12:00,23,4
6958542,300020904,4/5/2016 12:00,12,4
742881,100009426,4/5/2016 12:00,1,0
1085604,Williamsburg Bridge,4/5/2016 12:15,22,
1428341,Queensboro Bridge,4/5/2016 12:15,14,0
162421,100009424,4/5/2016 12:15,19,4
1771069,Manhattan Bridge,4/5/2016 12:15,18,4
1980801,100010017,4/5/2016 12:15,5,0
3008903,100010020,4/5/2016 12:15,411,0
3263658,100010022,4/5/2016 12:15,24,0
3810991,100047029,4/5/2016 12:15,18,4
4318454,100051865,4/5/2016 12:15,18,4
6124772,100058279,4/5/2016 12:15,5,4
6273091,100062893,4/5/2016 12:15,18,4
6958543,300020904,4/5/2016 12:15,24,4
742882,100009426,4/5/2016 12:15,1,0
1085605,Williamsburg Bridge,4/5/2016 12:30,25,
1428342,Queensboro Bridge,4/5/2016 12:30,16,0
162422,100009424,4/5/2016 12:30,17,4
1771070,Manhattan Bridge,4/5/2016 12:30,21,4
1980802,100010017,4/5/2016 12:30,0,0
3008904,100010020,4/5/2016 12:30,434,0
3263659,100010022,4/5/2016 12:30,7,0
3810992,100047029,4/5/2016 12:30,21,4
4318455,100051865,4/5/2016 12:30,21,4
6124773,100058279,4/5/2016 12:30,6,4
6273092,100062893,4/5/2016 12:30,21,4
6958544,300020904,4/5/2016 12:30,7,4
742883,100009426,4/5/2016 12:30,1,0
1085606,Williamsburg Bridge,4/5/2016 12:45,27,
1428343,Queensboro Bridge,4/5/2016 12:45,15,0
162423,100009424,4/5/2016 12:45,23,4
1771071,Manhattan Bridge,4/5/2016 12:45,21,4
1980803,100010017,4/5/2016 12:45,3,0
3008905,100010020,4/5/2016 12:45,460,0
3263660,100010022,4/5/2016 12:45,17,0
3810993,100047029,4/5/2016 12:45,21,4
4318456,100051865,4/5/2016 12:45,21,4
6124774,100058279,4/5/2016 12:45,10,4
6273093,100062893,4/5/2016 12:45,21,4
6958545,300020904,4/5/2016 12:45,17,4
742884,100009426,4/5/2016 12:45,2,0
1085607,Williamsburg Bridge,4/5/2016 13:00,22,
1428344,Queensboro Bridge,4/5/2016 13:00,16,0
162424,100009424,4/5/2016 13:00,26,4
1771072,Manhattan Bridge,4/5/2016 13:00,15,4
1980804,100010017,4/5/2016 13:00,1,0
3008906,100010020,4/5/2016 13:00,624,0
3263661,100010022,4/5/2016 13:00,16,0
3810994,100047029,4/5/2016 13:00,15,4
4318457,100051865,4/5/2016 13:00,15,4
6124775,100058279,4/5/2016 13:00,5,4
6273094,100062893,4/5/2016 13:00,15,4
6958546,300020904,4/5/2016 13:00,16,4
742885,100009426,4/5/2016 13:00,0,0
1085608,Williamsburg Bridge,4/5/2016 13:15,32,
1428345,Queensboro Bridge,4/5/2016 13:15,16,0
162425,100009424,4/5/2016 13:15,18,4
1771073,Manhattan Bridge,4/5/2016 13:15,18,4
1980805,100010017,4/5/2016 13:15,1,0
3008907,100010020,4/5/2016 13:15,466,0
3263662,100010022,4/5/2016 13:15,12,0
3810995,100047029,4/5/2016 13:15,18,4
4318458,100051865,4/5/2016 13:15,18,4
6124776,100058279,4/5/2016 13:15,7,4
6273095,100062893,4/5/2016 13:15,18,4
6958547,300020904,4/5/2016 13:15,12,4
742886,100009426,4/5/2016 13:15,0,0
1085609,Williamsburg Bridge,4/5/2016 13:30,25,
1428346,Queensboro Bridge,4/5/2016 13:30,9,0
162426,100009424,4/5/2016 13:30,16,4
1771074,Manhattan Bridge,4/5/2016 13:30,16,4
1980806,100010017,4/5/2016 13:30,3,0
3008908,100010020,4/5/2016 13:30,361,0
3263663,100010022,4/5/2016 13:30,12,0
3810996,100047029,4/5/2016 13:30,16,4
4318459,100051865,4/5/2016 13:30,16,4
6124777,100058279,4/5/2016 13:30,9,4
6273096,100062893,4/5/2016 13:30,16,4
6958548,300020904,4/5/2016 13:30,12,4
742887,100009426,4/5/2016 13:30,1,0
1085610,Williamsburg Bridge,4/5/2016 13:45,26,
1428347,Queensboro Bridge,4/5/2016 13:45,14,0
162427,100009424,4/5/2016 13:45,27,4
1771075,Manhattan Bridge,4/5/2016 13:45,16,4
1980807,100010017,4/5/2016 13:45,2,0
3008909,100010020,4/5/2016 13:45,241,0
3263664,100010022,4/5/2016 13:45,15,0
3810997,100047029,4/5/2016 13:45,16,4
4318460,100051865,4/5/2016 13:45,16,4
6124778,100058279,4/5/2016 13:45,9,4
6273097,100062893,4/5/2016 13:45,16,4
6958549,300020904,4/5/2016 13:45,15,4
742888,100009426,4/5/2016 13:45,0,0
1085611,Williamsburg Bridge,4/5/2016 14:00,21,
1428348,Queensboro Bridge,4/5/2016 14:00,16,0
162428,100009424,4/5/2016 14:00,21,4
1771076,Manhattan Bridge,4/5/2016 14:00,22,4
1980808,100010017,4/5/2016 14:00,1,0
3008910,100010020,4/5/2016 14:00,332,0
3263665,100010022,4/5/2016 14:00,8,0
3810998,100047029,4/5/2016 14:00,22,4
4318461,100051865,4/5/2016 14:00,22,4
6124779,100058279,4/5/2016 14:00,8,4
6273098,100062893,4/5/2016 14:00,22,4
6958550,300020904,4/5/2016 14:00,8,4
742889,100009426,4/5/2016 14:00,1,0
1085612,Williamsburg Bridge,4/5/2016 14:15,32,
1428349,Queensboro Bridge,4/5/2016 14:15,29,0
162429,100009424,4/5/2016 14:15,38,4
1771077,Manhattan Bridge,4/5/2016 14:15,22,4
1980809,100010017,4/5/2016 14:15,10,0
3008911,100010020,4/5/2016 14:15,591,0
3263666,100010022,4/5/2016 14:15,14,0
3810999,100047029,4/5/2016 14:15,22,4
4318462,100051865,4/5/2016 14:15,22,4
6124780,100058279,4/5/2016 14:15,2,4
6273099,100062893,4/5/2016 14:15,22,4
6958551,300020904,4/5/2016 14:15,14,4
742890,100009426,4/5/2016 14:15,3,0
1085613,Williamsburg Bridge,4/5/2016 14:30,30,
1428350,Queensboro Bridge,4/5/2016 14:30,24,0
162430,100009424,4/5/2016 14:30,20,4
1771078,Manhattan Bridge,4/5/2016 14:30,25,4
1980810,100010017,4/5/2016 14:30,0,0
3008912,100010020,4/5/2016 14:30,176,0
3263667,100010022,4/5/2016 14:30,24,0
3811000,100047029,4/5/2016 14:30,25,4
4318463,100051865,4/5/2016 14:30,25,4
6124781,100058279,4/5/2016 14:30,4,4
6273100,100062893,4/5/2016 14:30,25,4
6958552,300020904,4/5/2016 14:30,24,4
742891,100009426,4/5/2016 14:30,0,0
1085614,Williamsburg Bridge,4/5/2016 14:45,40,
1428351,Queensboro Bridge,4/5/2016 14:45,16,0
162431,100009424,4/5/2016 14:45,24,4
1771079,Manhattan Bridge,4/5/2016 14:45,18,4
1980811,100010017,4/5/2016 14:45,7,0
3008913,100010020,4/5/2016 14:45,552,0
3263668,100010022,4/5/2016 14:45,11,0
3811001,100047029,4/5/2016 14:45,18,4
4318464,100051865,4/5/2016 14:45,18,4
6124782,100058279,4/5/2016 14:45,4,4
6273101,100062893,4/5/2016 14:45,18,4
6958553,300020904,4/5/2016 14:45,11,4
742892,100009426,4/5/2016 14:45,2,0
1085615,Williamsburg Bridge,4/5/2016 15:00,31,
1428352,Queensboro Bridge,4/5/2016 15:00,32,0
162432,100009424,4/5/2016 15:00,18,4
1771080,Manhattan Bridge,4/5/2016 15:00,25,4
1980812,100010017,4/5/2016 15:00,0,0
3008914,100010020,4/5/2016 15:00,148,0
3263669,100010022,4/5/2016 15:00,10,0
3811002,100047029,4/5/2016 15:00,25,4
4318465,100051865,4/5/2016 15:00,25,4
6124783,100058279,4/5/2016 15:00,13,4
6273102,100062893,4/5/2016 15:00,25,4
6958554,300020904,4/5/2016 15:00,10,4
742893,100009426,4/5/2016 15:00,0,0
1085616,Williamsburg Bridge,4/5/2016 15:15,32,
1428353,Queensboro Bridge,4/5/2016 15:15,37,0
162433,100009424,4/5/2016 15:15,17,4
1771081,Manhattan Bridge,4/5/2016 15:15,24,4
1980813,100010017,4/5/2016 15:15,3,0
3008915,100010020,4/5/2016 15:15,350,0
3263670,100010022,4/5/2016 15:15,18,0
3811003,100047029,4/5/2016 15:15,24,4
4318466,100051865,4/5/2016 15:15,24,4
6124784,100058279,4/5/2016 15:15,5,4
6273103,100062893,4/5/2016 15:15,24,4
6958555,300020904,4/5/2016 15:15,18,4
742894,100009426,4/5/2016 15:15,0,0
1085617,Williamsburg Bridge,4/5/2016 15:30,38,
1428354,Queensboro Bridge,4/5/2016 15:30,37,0
162434,100009424,4/5/2016 15:30,27,4
1771082,Manhattan Bridge,4/5/2016 15:30,24,4
1980814,100010017,4/5/2016 15:30,5,0
3008916,100010020,4/5/2016 15:30,546,0
3263671,100010022,4/5/2016 15:30,17,0
3811004,100047029,4/5/2016 15:30,24,4
4318467,100051865,4/5/2016 15:30,24,4
6124785,100058279,4/5/2016 15:30,12,4
6273104,100062893,4/5/2016 15:30,24,4
6958556,300020904,4/5/2016 15:30,17,4
742895,100009426,4/5/2016 15:30,1,0
1085618,Williamsburg Bridge,4/5/2016 15:45,43,
1428355,Queensboro Bridge,4/5/2016 15:45,30,0
162435,100009424,4/5/2016 15:45,18,4
1771083,Manhattan Bridge,4/5/2016 15:45,37,4
1980815,100010017,4/5/2016 15:45,9,0
3008917,100010020,4/5/2016 15:45,485,0
3263672,100010022,4/5/2016 15:45,14,0
3811005,100047029,4/5/2016 15:45,37,4
4318468,100051865,4/5/2016 15:45,37,4
6124786,100058279,4/5/2016 15:45,16,4
6273105,100062893,4/5/2016 15:45,37,4
6958557,300020904,4/5/2016 15:45,14,4
742896,100009426,4/5/2016 15:45,1,0
1085619,Williamsburg Bridge,4/5/2016 16:00,33,
1428356,Queensboro Bridge,4/5/2016 16:00,48,0
162436,100009424,4/5/2016 16:00,23,4
1771084,Manhattan Bridge,4/5/2016 16:00,25,4
1980816,100010017,4/5/2016 16:00,0,0
3008918,100010020,4/5/2016 16:00,321,0
3263673,100010022,4/5/2016 16:00,19,0
3811006,100047029,4/5/2016 16:00,25,4
4318469,100051865,4/5/2016 16:00,25,4
6124787,100058279,4/5/2016 16:00,8,4
6273106,100062893,4/5/2016 16:00,25,4
6958558,300020904,4/5/2016 16:00,19,4
742897,100009426,4/5/2016 16:00,1,0
1085620,Williamsburg Bridge,4/5/2016 16:15,41,
1428357,Queensboro Bridge,4/5/2016 16:15,50,0
162437,100009424,4/5/2016 16:15,31,4
1771085,Manhattan Bridge,4/5/2016 16:15,29,4
1980817,100010017,4/5/2016 16:15,14,0
3008919,100010020,4/5/2016 16:15,632,0
3263674,100010022,4/5/2016 16:15,35,0
3811007,100047029,4/5/2016 16:15,29,4
4318470,100051865,4/5/2016 16:15,29,4
6124788,100058279,4/5/2016 16:15,15,4
6273107,100062893,4/5/2016 16:15,29,4
6958559,300020904,4/5/2016 16:15,35,4
742898,100009426,4/5/2016 16:15,1,0
1085621,Williamsburg Bridge,4/5/2016 16:30,52,
1428358,Queensboro Bridge,4/5/2016 16:30,45,0
162438,100009424,4/5/2016 16:30,27,4
1771086,Manhattan Bridge,4/5/2016 16:30,36,4
1980818,100010017,4/5/2016 16:30,3,0
3008920,100010020,4/5/2016 16:30,562,0
3263675,100010022,4/5/2016 16:30,14,0
3811008,100047029,4/5/2016 16:30,36,4
4318471,100051865,4/5/2016 16:30,36,4
6124789,100058279,4/5/2016 16:30,14,4
6273108,100062893,4/5/2016 16:30,36,4
6958560,300020904,4/5/2016 16:30,14,4
742899,100009426,4/5/2016 16:30,3,0
1085622,Williamsburg Bridge,4/5/2016 16:45,63,
1428359,Queensboro Bridge,4/5/2016 16:45,43,0
162439,100009424,4/5/2016 16:45,30,4
1771087,Manhattan Bridge,4/5/2016 16:45,37,4
1980819,100010017,4/5/2016 16:45,7,0
3008921,100010020,4/5/2016 16:45,437,0
3263676,100010022,4/5/2016 16:45,26,0
3811009,100047029,4/5/2016 16:45,37,4
4318472,100051865,4/5/2016 16:45,37,4
6124790,100058279,4/5/2016 16:45,16,4
6273109,100062893,4/5/2016 16:45,37,4
6958561,300020904,4/5/2016 16:45,26,4
742900,100009426,4/5/2016 16:45,3,0
1085623,Williamsburg Bridge,4/5/2016 17:00,58,
1428360,Queensboro Bridge,4/5/2016 17:00,53,0
162440,100009424,4/5/2016 17:00,45,4
1771088,Manhattan Bridge,4/5/2016 17:00,38,4
1980820,100010017,4/5/2016 17:00,6,0
3008922,100010020,4/5/2016 17:00,549,0
3263677,100010022,4/5/2016 17:00,22,0
3811010,100047029,4/5/2016 17:00,38,4
4318473,100051865,4/5/2016 17:00,38,4
6124791,100058279,4/5/2016 17:00,15,4
6273110,100062893,4/5/2016 17:00,38,4
6958562,300020904,4/5/2016 17:00,22,4
742901,100009426,4/5/2016 17:00,1,0
1085624,Williamsburg Bridge,4/5/2016 17:15,66,
1428361,Queensboro Bridge,4/5/2016 17:15,64,0
162441,100009424,4/5/2016 17:15,45,4
1771089,Manhattan Bridge,4/5/2016 17:15,54,4
1980821,100010017,4/5/2016 17:15,8,0
3008923,100010020,4/5/2016 17:15,194,0
3263678,100010022,4/5/2016 17:15,35,0
3811011,100047029,4/5/2016 17:15,54,4
4318474,100051865,4/5/2016 17:15,54,4
6124792,100058279,4/5/2016 17:15,19,4
6273111,100062893,4/5/2016 17:15,54,4
6958563,300020904,4/5/2016 17:15,35,4
742902,100009426,4/5/2016 17:15,2,0
1085625,Williamsburg Bridge,4/5/2016 17:30,72,
1428362,Queensboro Bridge,4/5/2016 17:30,68,0
162442,100009424,4/5/2016 17:30,60,4
1771090,Manhattan Bridge,4/5/2016 17:30,78,4
1980822,100010017,4/5/2016 17:30,12,0
3008924,100010020,4/5/2016 17:30,380,0
3263679,100010022,4/5/2016 17:30,26,0
3811012,100047029,4/5/2016 17:30,78,4
4318475,100051865,4/5/2016 17:30,78,4
6124793,100058279,4/5/2016 17:30,19,4
6273112,100062893,4/5/2016 17:30,78,4
6958564,300020904,4/5/2016 17:30,26,4
742903,100009426,4/5/2016 17:30,0,0
1085626,Williamsburg Bridge,4/5/2016 17:45,79,
1428363,Queensboro Bridge,4/5/2016 17:45,41,0
162443,100009424,4/5/2016 17:45,74,4
1771091,Manhattan Bridge,4/5/2016 17:45,60,4
1980823,100010017,4/5/2016 17:45,7,0
3008925,100010020,4/5/2016 17:45,424,0
3263680,100010022,4/5/2016 17:45,34,0
3811013,100047029,4/5/2016 17:45,60,4
4318476,100051865,4/5/2016 17:45,60,4
6124794,100058279,4/5/2016 17:45,25,4
6273113,100062893,4/5/2016 17:45,60,4
6958565,300020904,4/5/2016 17:45,34,4
742904,100009426,4/5/2016 17:45,0,0
1085627,Williamsburg Bridge,4/5/2016 18:00,81,
1428364,Queensboro Bridge,4/5/2016 18:00,52,0
162444,100009424,4/5/2016 18:00,51,4
1771092,Manhattan Bridge,4/5/2016 18:00,97,4
1980824,100010017,4/5/2016 18:00,0,0
3008926,100010020,4/5/2016 18:00,429,0
3263681,100010022,4/5/2016 18:00,33,0
3811014,100047029,4/5/2016 18:00,97,4
4318477,100051865,4/5/2016 18:00,97,4
6124795,100058279,4/5/2016 18:00,35,4
6273114,100062893,4/5/2016 18:00,97,4
6958566,300020904,4/5/2016 18:00,33,4
742905,100009426,4/5/2016 18:00,1,0
1085628,Williamsburg Bridge,4/5/2016 18:15,72,
1428365,Queensboro Bridge,4/5/2016 18:15,53,0
162445,100009424,4/5/2016 18:15,76,4
1771093,Manhattan Bridge,4/5/2016 18:15,91,4
1980825,100010017,4/5/2016 18:15,5,0
3008927,100010020,4/5/2016 18:15,697,0
3263682,100010022,4/5/2016 18:15,36,0
3811015,100047029,4/5/2016 18:15,91,4
4318478,100051865,4/5/2016 18:15,91,4
6124796,100058279,4/5/2016 18:15,37,4
6273115,100062893,4/5/2016 18:15,91,4
6958567,300020904,4/5/2016 18:15,36,4
742906,100009426,4/5/2016 18:15,3,0
1085629,Williamsburg Bridge,4/5/2016 18:30,94,
1428366,Queensboro Bridge,4/5/2016 18:30,45,0
162446,100009424,4/5/2016 18:30,56,4
1771094,Manhattan Bridge,4/5/2016 18:30,94,4
1980826,100010017,4/5/2016 18:30,6,0
3008928,100010020,4/5/2016 18:30,359,0
3263683,100010022,4/5/2016 18:30,39,0
3811016,100047029,4/5/2016 18:30,94,4
4318479,100051865,4/5/2016 18:30,94,4
6124797,100058279,4/5/2016 18:30,39,4
6273116,100062893,4/5/2016 18:30,94,4
6958568,300020904,4/5/2016 18:30,39,4
742907,100009426,4/5/2016 18:30,4,0
1085630,Williamsburg Bridge,4/5/2016 18:45,84,
1428367,Queensboro Bridge,4/5/2016 18:45,50,0
162447,100009424,4/5/2016 18:45,62,4
1771095,Manhattan Bridge,4/5/2016 18:45,94,4
1980827,100010017,4/5/2016 18:45,1,0
3008929,100010020,4/5/2016 18:45,594,0
3263684,100010022,4/5/2016 18:45,42,0
3811017,100047029,4/5/2016 18:45,94,4
4318480,100051865,4/5/2016 18:45,94,4
6124798,100058279,4/5/2016 18:45,44,4
6273117,100062893,4/5/2016 18:45,94,4
6958569,300020904,4/5/2016 18:45,42,4
742908,100009426,4/5/2016 18:45,4,0
1085631,Williamsburg Bridge,4/5/2016 19:00,69,
1428368,Queensboro Bridge,4/5/2016 19:00,45,0
162448,100009424,4/5/2016 19:00,71,4
1771096,Manhattan Bridge,4/5/2016 19:00,86,4
1980828,100010017,4/5/2016 19:00,9,0
3008930,100010020,4/5/2016 19:00,335,0
3263685,100010022,4/5/2016 19:00,29,0
3811018,100047029,4/5/2016 19:00,86,4
4318481,100051865,4/5/2016 19:00,86,4
6124799,100058279,4/5/2016 19:00,34,4
6273118,100062893,4/5/2016 19:00,86,4
6958570,300020904,4/5/2016 19:00,29,4
742909,100009426,4/5/2016 19:00,6,0
1085632,Williamsburg Bridge,4/5/2016 19:15,83,
1428369,Queensboro Bridge,4/5/2016 19:15,45,0
162449,100009424,4/5/2016 19:15,45,4
1771097,Manhattan Bridge,4/5/2016 19:15,79,4
1980829,100010017,4/5/2016 19:15,3,0
3008931,100010020,4/5/2016 19:15,403,0
3263686,100010022,4/5/2016 19:15,37,0
3811019,100047029,4/5/2016 19:15,79,4
4318482,100051865,4/5/2016 19:15,79,4
6124800,100058279,4/5/2016 19:15,33,4
6273119,100062893,4/5/2016 19:15,79,4
6958571,300020904,4/5/2016 19:15,37,4
742910,100009426,4/5/2016 19:15,1,0
1085633,Williamsburg Bridge,4/5/2016 19:30,55,
1428370,Queensboro Bridge,4/5/2016 19:30,20,0
162450,100009424,4/5/2016 19:30,49,4
1771098,Manhattan Bridge,4/5/2016 19:30,51,4
1980830,100010017,4/5/2016 19:30,1,0
3008932,100010020,4/5/2016 19:30,383,0
3263687,100010022,4/5/2016 19:30,22,0
3811020,100047029,4/5/2016 19:30,51,4
4318483,100051865,4/5/2016 19:30,51,4
6124801,100058279,4/5/2016 19:30,25,4
6273120,100062893,4/5/2016 19:30,51,4
6958572,300020904,4/5/2016 19:30,22,4
742911,100009426,4/5/2016 19:30,3,0
1085634,Williamsburg Bridge,4/5/2016 19:45,46,
1428371,Queensboro Bridge,4/5/2016 19:45,25,0
162451,100009424,4/5/2016 19:45,54,4
1771099,Manhattan Bridge,4/5/2016 19:45,53,4
1980831,100010017,4/5/2016 19:45,2,0
3008933,100010020,4/5/2016 19:45,385,0
3263688,100010022,4/5/2016 19:45,17,0
3811021,100047029,4/5/2016 19:45,53,4
4318484,100051865,4/5/2016 19:45,53,4
6124802,100058279,4/5/2016 19:45,18,4
6273121,100062893,4/5/2016 19:45,53,4
6958573,300020904,4/5/2016 19:45,17,4
742912,100009426,4/5/2016 19:45,2,0
1085635,Williamsburg Bridge,4/5/2016 20:00,51,
1428372,Queensboro Bridge,4/5/2016 20:00,25,0
162452,100009424,4/5/2016 20:00,42,4
1771100,Manhattan Bridge,4/5/2016 20:00,31,4
1980832,100010017,4/5/2016 20:00,1,0
3008934,100010020,4/5/2016 20:00,354,0
3263689,100010022,4/5/2016 20:00,10,0
3811022,100047029,4/5/2016 20:00,31,4
4318485,100051865,4/5/2016 20:00,31,4
6124803,100058279,4/5/2016 20:00,16,4
6273122,100062893,4/5/2016 20:00,31,4
6958574,300020904,4/5/2016 20:00,10,4
742913,100009426,4/5/2016 20:00,1,0
1085636,Williamsburg Bridge,4/5/2016 20:15,37,
1428373,Queensboro Bridge,4/5/2016 20:15,27,0
162453,100009424,4/5/2016 20:15,37,4
1771101,Manhattan Bridge,4/5/2016 20:15,36,4
1980833,100010017,4/5/2016 20:15,7,0
3008935,100010020,4/5/2016 20:15,242,0
3263690,100010022,4/5/2016 20:15,21,0
3811023,100047029,4/5/2016 20:15,36,4
4318486,100051865,4/5/2016 20:15,36,4
6124804,100058279,4/5/2016 20:15,14,4
6273123,100062893,4/5/2016 20:15,36,4
6958575,300020904,4/5/2016 20:15,21,4
742914,100009426,4/5/2016 20:15,1,0
1085637,Williamsburg Bridge,4/5/2016 20:30,39,
1428374,Queensboro Bridge,4/5/2016 20:30,20,0
162454,100009424,4/5/2016 20:30,34,4
1771102,Manhattan Bridge,4/5/2016 20:30,24,4
1980834,100010017,4/5/2016 20:30,0,0
3008936,100010020,4/5/2016 20:30,598,0
3263691,100010022,4/5/2016 20:30,13,0
3811024,100047029,4/5/2016 20:30,24,4
4318487,100051865,4/5/2016 20:30,24,4
6124805,100058279,4/5/2016 20:30,15,4
6273124,100062893,4/5/2016 20:30,24,4
6958576,300020904,4/5/2016 20:30,13,4
742915,100009426,4/5/2016 20:30,0,0
1085638,Williamsburg Bridge,4/5/2016 20:45,26,
1428375,Queensboro Bridge,4/5/2016 20:45,21,0
162455,100009424,4/5/2016 20:45,54,4
1771103,Manhattan Bridge,4/5/2016 20:45,14,4
1980835,100010017,4/5/2016 20:45,0,0
3008937,100010020,4/5/2016 20:45,338,0
3263692,100010022,4/5/2016 20:45,18,0
3811025,100047029,4/5/2016 20:45,14,4
4318488,100051865,4/5/2016 20:45,14,4
6124806,100058279,4/5/2016 20:45,11,4
6273125,100062893,4/5/2016 20:45,14,4
6958577,300020904,4/5/2016 20:45,18,4
742916,100009426,4/5/2016 20:45,0,0
1085639,Williamsburg Bridge,4/5/2016 21:00,42,
1428376,Queensboro Bridge,4/5/2016 21:00,15,0
162456,100009424,4/5/2016 21:00,49,4
1771104,Manhattan Bridge,4/5/2016 21:00,28,4
1980836,100010017,4/5/2016 21:00,5,0
3008938,100010020,4/5/2016 21:00,304,0
3263693,100010022,4/5/2016 21:00,10,0
3811026,100047029,4/5/2016 21:00,28,4
4318489,100051865,4/5/2016 21:00,28,4
6124807,100058279,4/5/2016 21:00,11,4
6273126,100062893,4/5/2016 21:00,28,4
6958578,300020904,4/5/2016 21:00,10,4
742917,100009426,4/5/2016 21:00,5,0
1085640,Williamsburg Bridge,4/5/2016 21:15,42,
1428377,Queensboro Bridge,4/5/2016 21:15,30,0
162457,100009424,4/5/2016 21:15,28,4
1771105,Manhattan Bridge,4/5/2016 21:15,29,4
1980837,100010017,4/5/2016 21:15,6,0
3008939,100010020,4/5/2016 21:15,222,0
3263694,100010022,4/5/2016 21:15,8,0
3811027,100047029,4/5/2016 21:15,29,4
4318490,100051865,4/5/2016 21:15,29,4
6124808,100058279,4/5/2016 21:15,13,4
6273127,100062893,4/5/2016 21:15,29,4
6958579,300020904,4/5/2016 21:15,8,4
742918,100009426,4/5/2016 21:15,0,0
1085641,Williamsburg Bridge,4/5/2016 21:30,37,
1428378,Queensboro Bridge,4/5/2016 21:30,18,0
162458,100009424,4/5/2016 21:30,40,4
1771106,Manhattan Bridge,4/5/2016 21:30,23,4
1980838,100010017,4/5/2016 21:30,1,0
3008940,100010020,4/5/2016 21:30,240,0
3263695,100010022,4/5/2016 21:30,7,0
3811028,100047029,4/5/2016 21:30,23,4
4318491,100051865,4/5/2016 21:30,23,4
6124809,100058279,4/5/2016 21:30,4,4
6273128,100062893,4/5/2016 21:30,23,4
6958580,300020904,4/5/2016 21:30,7,4
742919,100009426,4/5/2016 21:30,1,0
1085642,Williamsburg Bridge,4/5/2016 21:45,33,
1428379,Queensboro Bridge,4/5/2016 21:45,11,0
162459,100009424,4/5/2016 21:45,29,4
1771107,Manhattan Bridge,4/5/2016 21:45,19,4
1980839,100010017,4/5/2016 21:45,9,0
3008941,100010020,4/5/2016 21:45,294,0
3263696,100010022,4/5/2016 21:45,7,0
3811029,100047029,4/5/2016 21:45,19,4
4318492,100051865,4/5/2016 21:45,19,4
6124810,100058279,4/5/2016 21:45,5,4
6273129,100062893,4/5/2016 21:45,19,4
6958581,300020904,4/5/2016 21:45,7,4
742920,100009426,4/5/2016 21:45,0,0
1085643,Williamsburg Bridge,4/5/2016 22:00,33,
1428380,Queensboro Bridge,4/5/2016 22:00,20,0
162460,100009424,4/5/2016 22:00,26,4
1771108,Manhattan Bridge,4/5/2016 22:00,18,4
1980840,100010017,4/5/2016 22:00,0,0
3008942,100010020,4/5/2016 22:00,468,0
3263697,100010022,4/5/2016 22:00,10,0
3811030,100047029,4/5/2016 22:00,18,4
4318493,100051865,4/5/2016 22:00,18,4
6124811,100058279,4/5/2016 22:00,8,4
6273130,100062893,4/5/2016 22:00,18,4
6958582,300020904,4/5/2016 22:00,10,4
742921,100009426,4/5/2016 22:00,3,0
1085644,Williamsburg Bridge,4/5/2016 22:15,33,
1428381,Queensboro Bridge,4/5/2016 22:15,27,0
162461,100009424,4/5/2016 22:15,24,4
1771109,Manhattan Bridge,4/5/2016 22:15,16,4
1980841,100010017,4/5/2016 22:15,1,0
3008943,100010020,4/5/2016 22:15,242,0
3263698,100010022,4/5/2016 22:15,5,0
3811031,100047029,4/5/2016 22:15,16,4
4318494,100051865,4/5/2016 22:15,16,4
6124812,100058279,4/5/2016 22:15,8,4
6273131,100062893,4/5/2016 22:15,16,4
6958583,300020904,4/5/2016 22:15,5,4
742922,100009426,4/5/2016 22:15,3,0
1085645,Williamsburg Bridge,4/5/2016 22:30,25,
1428382,Queensboro Bridge,4/5/2016 22:30,29,0
162462,100009424,4/5/2016 22:30,23,4
1771110,Manhattan Bridge,4/5/2016 22:30,9,4
1980842,100010017,4/5/2016 22:30,0,0
3008944,100010020,4/5/2016 22:30,322,0
3263699,100010022,4/5/2016 22:30,6,0
3811032,100047029,4/5/2016 22:30,9,4
4318495,100051865,4/5/2016 22:30,9,4
6124813,100058279,4/5/2016 22:30,7,4
6273132,100062893,4/5/2016 22:30,9,4
6958584,300020904,4/5/2016 22:30,6,4
